Date,Category,Sales,Quantity
2024-07-08 04:00:00,Grocery,1099,36
2024-07-08 05:00:00,Sports,251,11
2024-07-08 06:00:00,Fashion,1115,9
2024-07-08 07:00:00,Sports,323,6
2024-07-08 08:00:00,Electronics,603,34
2024-07-08 09:00:00,Grocery,1860,47
2024-07-08 10:00:00,Fashion,1673,37
2024-07-08 11:00:00,Grocery,143,32
2024-07-08 12:00:00,Grocery,796,12
2024-07-08 13:00:00,Home,603,45
2024-07-08 14:00:00,Electronics,1364,32
2024-07-08 15:00:00,Grocery,1029,17
2024-07-08 16:00:00,Sports,942,4
2024-07-08 17:00:00,Sports,450,42
2024-07-08 18:00:00,Home,1845,33
2024-07-08 19:00:00,Electronics,122,43
2024-07-08 20:00:00,Electronics,1759,48
2024-07-08 21:00:00,Sports,697,43
2024-07-08 22:00:00,Fashion,1166,9
2024-07-08 23:00:00,Home,565,34
2024-07-09 00:00:00,Home,139,39
2024-07-09 01:00:00,Sports,402,30
2024-07-09 02:00:00,Sports,1804,20
2024-07-09 03:00:00,Fashion,274,39
2024-07-09 04:00:00,Fashion,1098,23
2024-07-09 05:00:00,Electronics,1655,41
2024-07-09 06:00:00,Home,1584,44
2024-07-09 07:00:00,Home,720,35
2024-07-09 08:00:00,Sports,1316,23
2024-07-09 09:00:00,Electronics,343,48
2024-07-09 10:00:00,Home,935,39
2024-07-09 11:00:00,Electronics,379,23
2024-07-09 12:00:00,Electronics,1863,37
2024-07-09 13:00:00,Sports,1159,23
2024-07-09 14:00:00,Electronics,656,39
2024-07-09 15:00:00,Fashion,997,28
2024-07-09 16:00:00,Fashion,1663,19
2024-07-09 17:00:00,Grocery,1277,49
2024-07-09 18:00:00,Sports,1146,48
2024-07-09 19:00:00,Grocery,818,30
2024-07-09 20:00:00,Fashion,1031,21
2024-07-09 21:00:00,Grocery,190,24
2024-07-09 22:00:00,Sports,489,21
2024-07-09 23:00:00,Sports,1482,26
2024-07-10 00:00:00,Electronics,649,36
2024-07-10 01:00:00,Home,1030,26
2024-07-10 02:00:00,Electronics,1351,33
2024-07-10 03:00:00,Sports,1325,36
2024-07-10 04:00:00,Fashion,1473,4
2024-07-10 05:00:00,Fashion,1944,9
2024-07-10 06:00:00,Electronics,1889,8
2024-07-10 07:00:00,Sports,1161,2
2024-07-10 08:00:00,Fashion,832,29
2024-07-10 09:00:00,Sports,599,23
2024-07-10 10:00:00,Fashion,1822,6
2024-07-10 11:00:00,Sports,1166,43
2024-07-10 12:00:00,Grocery,970,36
2024-07-10 13:00:00,Sports,1749,46
2024-07-10 14:00:00,Sports,1895,21
2024-07-10 15:00:00,Electronics,616,22
2024-07-10 16:00:00,Grocery,167,9
2024-07-10 17:00:00,Home,1863,34
2024-07-10 18:00:00,Electronics,222,26
2024-07-10 19:00:00,Home,1808,1
2024-07-10 20:00:00,Fashion,435,36
2024-07-10 21:00:00,Home,1276,44
2024-07-10 22:00:00,Sports,1073,5
2024-07-10 23:00:00,Home,878,41
2024-07-11 00:00:00,Electronics,1792,22
2024-07-11 01:00:00,Electronics,1285,4
2024-07-11 02:00:00,Home,1337,48
2024-07-11 03:00:00,Electronics,1499,2
2024-07-11 04:00:00,Electronics,1566,16
2024-07-11 05:00:00,Home,522,16
2024-07-11 06:00:00,Grocery,1661,22
2024-07-11 07:00:00,Grocery,1038,43
2024-07-11 08:00:00,Fashion,903,1
2024-07-11 09:00:00,Electronics,1824,15
2024-07-11 10:00:00,Home,733,24
2024-07-11 11:00:00,Electronics,1353,4
2024-07-11 12:00:00,Sports,1182,18
2024-07-11 13:00:00,Electronics,195,17
2024-07-11 14:00:00,Electronics,1385,7
2024-07-11 15:00:00,Grocery,453,45
2024-07-11 16:00:00,Home,1435,10
2024-07-11 17:00:00,Electronics,1259,1
2024-07-11 18:00:00,Grocery,1985,2
2024-07-11 19:00:00,Fashion,1918,49
2024-07-11 20:00:00,Grocery,1066,22
2024-07-11 21:00:00,Grocery,1022,32
2024-07-11 22:00:00,Grocery,572,29
2024-07-11 23:00:00,Electronics,1755,35
2024-07-12 00:00:00,Electronics,529,17
2024-07-12 01:00:00,Fashion,1074,12
2024-07-12 02:00:00,Sports,636,24
2024-07-12 03:00:00,Sports,1977,30
2024-07-12 04:00:00,Sports,1269,44
2024-07-12 05:00:00,Fashion,1647,30
2024-07-12 06:00:00,Sports,186,20
2024-07-12 07:00:00,Sports,208,42
2024-07-12 08:00:00,Grocery,1546,7
2024-07-12 09:00:00,Electronics,1468,42
2024-07-12 10:00:00,Electronics,1389,38
2024-07-12 11:00:00,Grocery,1857,7
2024-07-12 12:00:00,Grocery,1709,49
2024-07-12 13:00:00,Grocery,1093,30
2024-07-12 14:00:00,Electronics,1617,12
2024-07-12 15:00:00,Sports,1456,49
2024-07-12 16:00:00,Grocery,921,31
2024-07-12 17:00:00,Fashion,1536,18
2024-07-12 18:00:00,Grocery,1737,46
2024-07-12 19:00:00,Home,1036,43
2024-07-12 20:00:00,Grocery,1104,2
2024-07-12 21:00:00,Electronics,748,33
2024-07-12 22:00:00,Grocery,290,11
2024-07-12 23:00:00,Home,1032,34
2024-07-13 00:00:00,Fashion,241,16
2024-07-13 01:00:00,Sports,1992,35
2024-07-13 02:00:00,Grocery,1196,33
2024-07-13 03:00:00,Home,939,21
2024-07-13 04:00:00,Home,1290,20
2024-07-13 05:00:00,Fashion,267,8
2024-07-13 06:00:00,Electronics,665,26
2024-07-13 07:00:00,Grocery,1382,33
2024-07-13 08:00:00,Home,1562,26
2024-07-13 09:00:00,Fashion,1234,37
2024-07-13 10:00:00,Sports,843,30
2024-07-13 11:00:00,Home,772,31
2024-07-13 12:00:00,Fashion,963,33
2024-07-13 13:00:00,Electronics,938,11
2024-07-13 14:00:00,Electronics,630,41
2024-07-13 15:00:00,Home,1413,5
2024-07-13 16:00:00,Home,1073,2
2024-07-13 17:00:00,Grocery,661,13
2024-07-13 18:00:00,Fashion,1633,18
2024-07-13 19:00:00,Home,274,26
2024-07-13 20:00:00,Grocery,401,25
2024-07-13 21:00:00,Grocery,1819,44
2024-07-13 22:00:00,Home,284,14
2024-07-13 23:00:00,Electronics,1462,5
2024-07-14 00:00:00,Fashion,609,42
2024-07-14 01:00:00,Fashion,918,2
2024-07-14 02:00:00,Electronics,1433,4
2024-07-14 03:00:00,Home,1630,12
2024-07-14 04:00:00,Fashion,1469,11
2024-07-14 05:00:00,Home,1204,4
2024-07-14 06:00:00,Home,1497,43
2024-07-14 07:00:00,Grocery,255,9
2024-07-14 08:00:00,Electronics,886,10
2024-07-14 09:00:00,Home,894,27
2024-07-14 10:00:00,Sports,531,6
2024-07-14 11:00:00,Electronics,1623,15
2024-07-14 12:00:00,Fashion,860,42
2024-07-14 13:00:00,Grocery,246,31
2024-07-14 14:00:00,Fashion,580,22
2024-07-14 15:00:00,Fashion,534,6
2024-07-14 16:00:00,Electronics,1642,33
2024-07-14 17:00:00,Fashion,1792,29
2024-07-14 18:00:00,Home,1806,21
2024-07-14 19:00:00,Fashion,168,30
2024-07-14 20:00:00,Grocery,1729,21
2024-07-14 21:00:00,Grocery,974,36
2024-07-14 22:00:00,Sports,285,22
2024-07-14 23:00:00,Grocery,1003,46
2024-07-15 00:00:00,Fashion,781,20
2024-07-15 01:00:00,Grocery,303,22
2024-07-15 02:00:00,Electronics,653,40
2024-07-15 03:00:00,Grocery,112,11
2024-07-15 04:00:00,Home,765,47
2024-07-15 05:00:00,Electronics,1397,31
2024-07-15 06:00:00,Sports,1421,40
2024-07-15 07:00:00,Home,150,13
2024-07-15 08:00:00,Fashion,599,18
2024-07-15 09:00:00,Fashion,468,22
2024-07-15 10:00:00,Fashion,823,17
2024-07-15 11:00:00,Home,1779,38
2024-07-15 12:00:00,Home,456,25
2024-07-15 13:00:00,Home,1126,32
2024-07-15 14:00:00,Electronics,1377,15
2024-07-15 15:00:00,Electronics,1598,13
2024-07-15 16:00:00,Fashion,946,26
2024-07-15 17:00:00,Grocery,1629,11
2024-07-15 18:00:00,Fashion,355,13
2024-07-15 19:00:00,Sports,1733,33
2024-07-15 20:00:00,Electronics,1808,37
2024-07-15 21:00:00,Home,1273,38
2024-07-15 22:00:00,Electronics,1611,1
2024-07-15 23:00:00,Home,378,39
2024-07-16 00:00:00,Sports,1182,27
2024-07-16 01:00:00,Sports,545,36
2024-07-16 02:00:00,Electronics,212,32
2024-07-16 03:00:00,Home,935,41
2024-07-16 04:00:00,Sports,854,15
2024-07-16 05:00:00,Fashion,1945,31
2024-07-16 06:00:00,Fashion,1692,6
2024-07-16 07:00:00,Home,1612,25
2024-07-16 08:00:00,Electronics,1530,49
2024-07-16 09:00:00,Sports,466,18
2024-07-16 10:00:00,Electronics,1183,22
2024-07-16 11:00:00,Fashion,428,31
2024-07-16 12:00:00,Sports,827,36
2024-07-16 13:00:00,Electronics,1592,9
2024-07-16 14:00:00,Grocery,1868,46
2024-07-16 15:00:00,Home,1105,3
2024-07-16 16:00:00,Home,1690,33
2024-07-16 17:00:00,Grocery,819,27
2024-07-16 18:00:00,Fashion,1186,43
2024-07-16 19:00:00,Sports,283,1
2024-07-16 20:00:00,Home,1122,44
2024-07-16 21:00:00,Grocery,410,9
2024-07-16 22:00:00,Grocery,1916,5
2024-07-16 23:00:00,Fashion,1661,15
2024-07-17 00:00:00,Fashion,276,9
2024-07-17 01:00:00,Electronics,1698,45
2024-07-17 02:00:00,Home,1552,28
2024-07-17 03:00:00,Electronics,1196,13
2024-07-17 04:00:00,Grocery,946,24
2024-07-17 05:00:00,Sports,1290,45
2024-07-17 06:00:00,Sports,1348,10
2024-07-17 07:00:00,Fashion,1700,42
2024-07-17 08:00:00,Sports,1704,22
2024-07-17 09:00:00,Sports,108,39
2024-07-17 10:00:00,Sports,335,22
2024-07-17 11:00:00,Grocery,809,37
2024-07-17 12:00:00,Sports,1023,39
2024-07-17 13:00:00,Sports,784,20
2024-07-17 14:00:00,Sports,893,10
2024-07-17 15:00:00,Electronics,1151,10
2024-07-17 16:00:00,Grocery,907,26
2024-07-17 17:00:00,Fashion,1769,25
2024-07-17 18:00:00,Electronics,126,28
2024-07-17 19:00:00,Home,649,13
2024-07-17 20:00:00,Grocery,1319,15
2024-07-17 21:00:00,Grocery,1326,6
2024-07-17 22:00:00,Home,184,12
2024-07-17 23:00:00,Home,1955,19
2024-07-18 00:00:00,Home,1153,32
2024-07-18 01:00:00,Fashion,565,11
2024-07-18 02:00:00,Sports,1222,38
2024-07-18 03:00:00,Grocery,1313,33
2024-07-18 04:00:00,Sports,111,2
2024-07-18 05:00:00,Sports,1726,15
2024-07-18 06:00:00,Home,1112,36
2024-07-18 07:00:00,Fashion,1153,5
2024-07-18 08:00:00,Electronics,1848,15
2024-07-18 09:00:00,Fashion,1161,43
2024-07-18 10:00:00,Sports,1976,10
2024-07-18 11:00:00,Fashion,671,17
2024-07-18 12:00:00,Home,1417,34
2024-07-18 13:00:00,Electronics,1483,24
2024-07-18 14:00:00,Home,1778,10
2024-07-18 15:00:00,Electronics,1013,30
2024-07-18 16:00:00,Sports,279,3
2024-07-18 17:00:00,Electronics,896,37
2024-07-18 18:00:00,Electronics,1235,3
2024-07-18 19:00:00,Electronics,1865,40
2024-07-18 20:00:00,Fashion,1567,5
2024-07-18 21:00:00,Fashion,1144,28
2024-07-18 22:00:00,Sports,1268,44
2024-07-18 23:00:00,Electronics,1622,14
2024-07-19 00:00:00,Grocery,1269,39
2024-07-19 01:00:00,Sports,540,11
2024-07-19 02:00:00,Electronics,986,8
2024-07-19 03:00:00,Electronics,520,37
2024-07-19 04:00:00,Fashion,1439,8
2024-07-19 05:00:00,Sports,1289,12
2024-07-19 06:00:00,Electronics,1775,15
2024-07-19 07:00:00,Electronics,1326,19
2024-07-19 08:00:00,Sports,1619,48
2024-07-19 09:00:00,Grocery,1879,46
2024-07-19 10:00:00,Sports,1748,28
2024-07-19 11:00:00,Sports,567,7
2024-07-19 12:00:00,Grocery,812,40
2024-07-19 13:00:00,Sports,484,7
2024-07-19 14:00:00,Electronics,413,30
2024-07-19 15:00:00,Sports,870,18
2024-07-19 16:00:00,Grocery,1378,24
2024-07-19 17:00:00,Home,1058,6
2024-07-19 18:00:00,Sports,1016,4
2024-07-19 19:00:00,Fashion,122,3
2024-07-19 20:00:00,Electronics,1881,49
2024-07-19 21:00:00,Electronics,438,47
2024-07-19 22:00:00,Fashion,1616,6
2024-07-19 23:00:00,Fashion,922,26
2024-07-20 00:00:00,Sports,1634,44
2024-07-20 01:00:00,Fashion,465,38
2024-07-20 02:00:00,Home,1495,11
2024-07-20 03:00:00,Grocery,1014,29
2024-07-20 04:00:00,Fashion,1953,20
2024-07-20 05:00:00,Fashion,1722,10
2024-07-20 06:00:00,Home,1342,26
2024-07-20 07:00:00,Electronics,574,48
2024-07-20 08:00:00,Electronics,1546,27
2024-07-20 09:00:00,Sports,1479,14
2024-07-20 10:00:00,Home,1583,36
2024-07-20 11:00:00,Grocery,1626,12
2024-07-20 12:00:00,Grocery,126,23
2024-07-20 13:00:00,Home,1041,21
2024-07-20 14:00:00,Grocery,901,8
2024-07-20 15:00:00,Electronics,900,39
2024-07-20 16:00:00,Grocery,959,9
2024-07-20 17:00:00,Grocery,1346,24
2024-07-20 18:00:00,Home,963,31
2024-07-20 19:00:00,Home,789,25
2024-07-20 20:00:00,Grocery,1271,17
2024-07-20 21:00:00,Fashion,1547,42
2024-07-20 22:00:00,Home,838,29
2024-07-20 23:00:00,Sports,1474,3
2024-07-21 00:00:00,Sports,1309,21
2024-07-21 01:00:00,Electronics,514,8
2024-07-21 02:00:00,Grocery,1929,14
2024-07-21 03:00:00,Fashion,1081,39
2024-07-21 04:00:00,Electronics,528,16
2024-07-21 05:00:00,Grocery,140,18
2024-07-21 06:00:00,Home,1004,31
2024-07-21 07:00:00,Sports,1111,11
2024-07-21 08:00:00,Fashion,1516,38
2024-07-21 09:00:00,Sports,802,20
2024-07-21 10:00:00,Home,178,46
2024-07-21 11:00:00,Grocery,816,45
2024-07-21 12:00:00,Home,1913,4
2024-07-21 13:00:00,Home,1907,20
2024-07-21 14:00:00,Sports,643,31
2024-07-21 15:00:00,Fashion,1573,20
2024-07-21 16:00:00,Home,573,11
2024-07-21 17:00:00,Sports,1265,1
2024-07-21 18:00:00,Fashion,1374,44
2024-07-21 19:00:00,Grocery,393,18
2024-07-21 20:00:00,Grocery,709,39
2024-07-21 21:00:00,Electronics,235,44
2024-07-21 22:00:00,Sports,583,33
2024-07-21 23:00:00,Fashion,1912,36
2024-07-22 00:00:00,Home,1435,18
2024-07-22 01:00:00,Grocery,913,47
2024-07-22 02:00:00,Fashion,654,31
2024-07-22 03:00:00,Sports,1755,35
2024-07-22 04:00:00,Electronics,1855,39
2024-07-22 05:00:00,Grocery,145,38
2024-07-22 06:00:00,Fashion,1359,15
2024-07-22 07:00:00,Fashion,1171,47
2024-07-22 08:00:00,Fashion,297,6
2024-07-22 09:00:00,Sports,183,8
2024-07-22 10:00:00,Sports,642,40
2024-07-22 11:00:00,Sports,1284,22
2024-07-22 12:00:00,Home,1551,1
2024-07-22 13:00:00,Fashion,170,13
2024-07-22 14:00:00,Grocery,619,24
2024-07-22 15:00:00,Sports,997,21
2024-07-22 16:00:00,Sports,1012,45
2024-07-22 17:00:00,Fashion,1175,43
2024-07-22 18:00:00,Sports,1168,4
2024-07-22 19:00:00,Home,392,7
2024-07-22 20:00:00,Home,1037,12
2024-07-22 21:00:00,Sports,911,13
2024-07-22 22:00:00,Fashion,1588,44
2024-07-22 23:00:00,Fashion,1673,16
2024-07-23 00:00:00,Fashion,966,6
2024-07-23 01:00:00,Electronics,479,14
2024-07-23 02:00:00,Sports,1106,48
2024-07-23 03:00:00,Fashion,1866,31
2024-07-23 04:00:00,Home,1601,36
2024-07-23 05:00:00,Grocery,361,37
2024-07-23 06:00:00,Grocery,679,41
2024-07-23 07:00:00,Fashion,1302,35
2024-07-23 08:00:00,Grocery,456,10
2024-07-23 09:00:00,Grocery,1542,17
2024-07-23 10:00:00,Electronics,797,42
2024-07-23 11:00:00,Home,1324,30
2024-07-23 12:00:00,Home,1136,44
2024-07-23 13:00:00,Electronics,542,7
2024-07-23 14:00:00,Electronics,825,18
2024-07-23 15:00:00,Grocery,1855,19
2024-07-23 16:00:00,Sports,385,15
2024-07-23 17:00:00,Grocery,1879,39
2024-07-23 18:00:00,Electronics,1991,44
2024-07-23 19:00:00,Home,1381,22
2024-07-23 20:00:00,Grocery,669,39
2024-07-23 21:00:00,Sports,1671,42
2024-07-23 22:00:00,Grocery,939,30
2024-07-23 23:00:00,Fashion,1613,20
2024-07-24 00:00:00,Grocery,597,32
2024-07-24 01:00:00,Electronics,804,42
2024-07-24 02:00:00,Home,1456,25
2024-07-24 03:00:00,Home,661,23
2024-07-24 04:00:00,Electronics,131,5
2024-07-24 05:00:00,Fashion,1733,41
2024-07-24 06:00:00,Electronics,142,30
2024-07-24 07:00:00,Grocery,1474,48
2024-07-24 08:00:00,Electronics,1457,39
2024-07-24 09:00:00,Electronics,1945,27
2024-07-24 10:00:00,Fashion,658,42
2024-07-24 11:00:00,Grocery,369,37
2024-07-24 12:00:00,Sports,1946,7
2024-07-24 13:00:00,Sports,1536,5
2024-07-24 14:00:00,Home,1042,15
2024-07-24 15:00:00,Electronics,1698,42
2024-07-24 16:00:00,Home,1142,8
2024-07-24 17:00:00,Fashion,1470,9
2024-07-24 18:00:00,Sports,1736,11
2024-07-24 19:00:00,Electronics,136,22
2024-07-24 20:00:00,Fashion,1742,34
2024-07-24 21:00:00,Fashion,191,35
2024-07-24 22:00:00,Electronics,1943,13
2024-07-24 23:00:00,Fashion,284,11
2024-07-25 00:00:00,Electronics,827,32
2024-07-25 01:00:00,Electronics,1151,42
2024-07-25 02:00:00,Grocery,1671,15
2024-07-25 03:00:00,Home,471,38
2024-07-25 04:00:00,Fashion,931,1
2024-07-25 05:00:00,Fashion,1653,46
2024-07-25 06:00:00,Grocery,444,24
2024-07-25 07:00:00,Grocery,1542,43
2024-07-25 08:00:00,Grocery,1319,40
2024-07-25 09:00:00,Sports,177,22
2024-07-25 10:00:00,Sports,266,3
2024-07-25 11:00:00,Sports,1213,14
2024-07-25 12:00:00,Electronics,363,2
2024-07-25 13:00:00,Fashion,1595,32
2024-07-25 14:00:00,Home,1331,48
2024-07-25 15:00:00,Electronics,823,38
2024-07-25 16:00:00,Fashion,1394,33
2024-07-25 17:00:00,Fashion,1386,46
2024-07-25 18:00:00,Grocery,1629,42
2024-07-25 19:00:00,Grocery,1908,6
2024-07-25 20:00:00,Electronics,611,41
2024-07-25 21:00:00,Grocery,1977,39
2024-07-25 22:00:00,Fashion,1849,25
2024-07-25 23:00:00,Grocery,675,34
2024-07-26 00:00:00,Sports,1647,11
2024-07-26 01:00:00,Grocery,821,46
2024-07-26 02:00:00,Fashion,1435,37
2024-07-26 03:00:00,Electronics,1297,41
2024-07-26 04:00:00,Home,530,7
2024-07-26 05:00:00,Grocery,867,46
2024-07-26 06:00:00,Fashion,562,48
2024-07-26 07:00:00,Home,200,22
2024-07-26 08:00:00,Home,1139,48
2024-07-26 09:00:00,Sports,1832,39
2024-07-26 10:00:00,Home,1381,10
2024-07-26 11:00:00,Fashion,343,21
2024-07-26 12:00:00,Fashion,1471,6
2024-07-26 13:00:00,Grocery,1372,49
2024-07-26 14:00:00,Grocery,204,1
2024-07-26 15:00:00,Grocery,793,34
2024-07-26 16:00:00,Home,1790,14
2024-07-26 17:00:00,Home,1410,36
2024-07-26 18:00:00,Sports,1292,27
2024-07-26 19:00:00,Grocery,1543,9
2024-07-26 20:00:00,Electronics,1170,6
2024-07-26 21:00:00,Sports,1166,31
2024-07-26 22:00:00,Electronics,1444,17
2024-07-26 23:00:00,Home,917,43
2024-07-27 00:00:00,Sports,320,36
2024-07-27 01:00:00,Sports,1636,21
2024-07-27 02:00:00,Fashion,1835,27
2024-07-27 03:00:00,Home,1564,41
2024-07-27 04:00:00,Home,243,28
2024-07-27 05:00:00,Sports,989,16
2024-07-27 06:00:00,Home,1151,35
2024-07-27 07:00:00,Sports,1977,36
2024-07-27 08:00:00,Fashion,1973,35
2024-07-27 09:00:00,Sports,889,45
2024-07-27 10:00:00,Home,652,19
2024-07-27 11:00:00,Home,943,21
2024-07-27 12:00:00,Sports,758,33
2024-07-27 13:00:00,Sports,1980,23
2024-07-27 14:00:00,Sports,1813,6
2024-07-27 15:00:00,Grocery,1950,32
2024-07-27 16:00:00,Home,936,22
2024-07-27 17:00:00,Home,1118,3
2024-07-27 18:00:00,Grocery,1290,35
2024-07-27 19:00:00,Sports,1758,16
2024-07-27 20:00:00,Fashion,1709,42
2024-07-27 21:00:00,Sports,850,25
2024-07-27 22:00:00,Sports,348,17
2024-07-27 23:00:00,Grocery,874,39
2024-07-28 00:00:00,Home,863,13
2024-07-28 01:00:00,Sports,1480,28
2024-07-28 02:00:00,Home,1234,11
2024-07-28 03:00:00,Electronics,791,10
2024-07-28 04:00:00,Home,1823,39
2024-07-28 05:00:00,Fashion,919,24
2024-07-28 06:00:00,Fashion,818,38
2024-07-28 07:00:00,Sports,333,24
2024-07-28 08:00:00,Home,123,33
2024-07-28 09:00:00,Sports,1149,17
2024-07-28 10:00:00,Grocery,1504,44
2024-07-28 11:00:00,Fashion,1853,36
2024-07-28 12:00:00,Sports,1105,35
2024-07-28 13:00:00,Grocery,1469,6
2024-07-28 14:00:00,Sports,1501,16
2024-07-28 15:00:00,Home,621,45
2024-07-28 16:00:00,Home,116,28
2024-07-28 17:00:00,Home,344,41
2024-07-28 18:00:00,Home,817,32
2024-07-28 19:00:00,Electronics,869,26
2024-07-28 20:00:00,Grocery,1747,11
2024-07-28 21:00:00,Grocery,816,25
2024-07-28 22:00:00,Home,1662,31
2024-07-28 23:00:00,Electronics,1706,21
2024-07-29 00:00:00,Home,1811,45
2024-07-29 01:00:00,Electronics,1325,3
2024-07-29 02:00:00,Home,1371,12
2024-07-29 03:00:00,Fashion,217,40
2024-07-29 04:00:00,Fashion,108,46
2024-07-29 05:00:00,Sports,697,41
2024-07-29 06:00:00,Home,122,25
2024-07-29 07:00:00,Grocery,339,17
2024-07-29 08:00:00,Sports,1708,38
2024-07-29 09:00:00,Fashion,126,36
2024-07-29 10:00:00,Home,1083,36
2024-07-29 11:00:00,Sports,1984,19
2024-07-29 12:00:00,Home,1204,44
2024-07-29 13:00:00,Fashion,1719,2
2024-07-29 14:00:00,Sports,298,17
2024-07-29 15:00:00,Fashion,1678,30
2024-07-29 16:00:00,Electronics,874,47
2024-07-29 17:00:00,Fashion,191,10
2024-07-29 18:00:00,Home,950,35
2024-07-29 19:00:00,Grocery,1207,36
2024-07-29 20:00:00,Fashion,399,33
2024-07-29 21:00:00,Grocery,395,1
2024-07-29 22:00:00,Electronics,746,18
2024-07-29 23:00:00,Sports,1577,4
2024-07-30 00:00:00,Sports,1404,47
2024-07-30 01:00:00,Grocery,1100,27
2024-07-30 02:00:00,Sports,1182,25
2024-07-30 03:00:00,Fashion,1008,28
2024-07-30 04:00:00,Grocery,970,22
2024-07-30 05:00:00,Home,1465,42
2024-07-30 06:00:00,Fashion,852,25
2024-07-30 07:00:00,Fashion,1588,17
2024-07-30 08:00:00,Fashion,441,44
2024-07-30 09:00:00,Home,1733,12
2024-07-30 10:00:00,Electronics,161,16
2024-07-30 11:00:00,Sports,875,37
2024-07-30 12:00:00,Grocery,724,16
2024-07-30 13:00:00,Electronics,1552,17
2024-07-30 14:00:00,Grocery,1781,31
2024-07-30 15:00:00,Sports,1851,15
2024-07-30 16:00:00,Home,355,13
2024-07-30 17:00:00,Fashion,927,40
2024-07-30 18:00:00,Fashion,1113,27
2024-07-30 19:00:00,Home,1951,21
2024-07-30 20:00:00,Electronics,1997,2
2024-07-30 21:00:00,Electronics,1893,8
2024-07-30 22:00:00,Grocery,1829,42
2024-07-30 23:00:00,Home,1470,7
2024-07-31 00:00:00,Electronics,1649,10
2024-07-31 01:00:00,Home,1427,4
2024-07-31 02:00:00,Sports,714,43
2024-07-31 03:00:00,Fashion,344,41
2024-07-31 04:00:00,Fashion,856,36
2024-07-31 05:00:00,Fashion,923,35
2024-07-31 06:00:00,Home,879,43
2024-07-31 07:00:00,Home,1859,3
2024-07-31 08:00:00,Grocery,831,18
2024-07-31 09:00:00,Fashion,1946,46
2024-07-31 10:00:00,Grocery,1535,43
2024-07-31 11:00:00,Fashion,977,24
2024-07-31 12:00:00,Grocery,1340,32
2024-07-31 13:00:00,Grocery,615,34
2024-07-31 14:00:00,Sports,573,2
2024-07-31 15:00:00,Grocery,135,2
2024-07-31 16:00:00,Home,1301,10
2024-07-31 17:00:00,Grocery,1510,23
2024-07-31 18:00:00,Fashion,1892,15
2024-07-31 19:00:00,Grocery,1140,12
2024-07-31 20:00:00,Electronics,1834,43
2024-07-31 21:00:00,Fashion,929,17
2024-07-31 22:00:00,Electronics,1171,18
2024-07-31 23:00:00,Fashion,1185,14
2024-08-01 00:00:00,Home,1192,17
2024-08-01 01:00:00,Home,1782,15
2024-08-01 02:00:00,Home,1994,12
2024-08-01 03:00:00,Electronics,465,16
2024-08-01 04:00:00,Sports,1285,32
2024-08-01 05:00:00,Fashion,1862,23
2024-08-01 06:00:00,Home,1044,38
2024-08-01 07:00:00,Fashion,1075,34
2024-08-01 08:00:00,Electronics,1611,34
2024-08-01 09:00:00,Sports,530,16
2024-08-01 10:00:00,Electronics,958,34
2024-08-01 11:00:00,Fashion,1612,40
2024-08-01 12:00:00,Sports,329,7
2024-08-01 13:00:00,Sports,469,33
2024-08-01 14:00:00,Electronics,277,4
2024-08-01 15:00:00,Home,1980,43
2024-08-01 16:00:00,Fashion,1533,7
2024-08-01 17:00:00,Grocery,667,18
2024-08-01 18:00:00,Grocery,1713,4
2024-08-01 19:00:00,Electronics,1393,49
2024-08-01 20:00:00,Fashion,1329,11
2024-08-01 21:00:00,Fashion,892,43
2024-08-01 22:00:00,Electronics,1863,20
2024-08-01 23:00:00,Fashion,999,11
2024-08-02 00:00:00,Home,1874,15
2024-08-02 01:00:00,Electronics,1074,46
2024-08-02 02:00:00,Home,1923,17
2024-08-02 03:00:00,Fashion,181,34
2024-08-02 04:00:00,Electronics,945,48
2024-08-02 05:00:00,Fashion,861,12
2024-08-02 06:00:00,Electronics,1316,42
2024-08-02 07:00:00,Fashion,717,28
2024-08-02 08:00:00,Home,1312,48
2024-08-02 09:00:00,Home,1399,35
2024-08-02 10:00:00,Fashion,1197,8
2024-08-02 11:00:00,Electronics,1133,27
2024-08-02 12:00:00,Grocery,1758,22
2024-08-02 13:00:00,Home,315,24
2024-08-02 14:00:00,Home,389,2
2024-08-02 15:00:00,Grocery,544,31
2024-08-02 16:00:00,Fashion,1022,22
2024-08-02 17:00:00,Electronics,651,1
2024-08-02 18:00:00,Fashion,292,14
2024-08-02 19:00:00,Sports,1762,25
2024-08-02 20:00:00,Home,388,36
2024-08-02 21:00:00,Sports,682,36
2024-08-02 22:00:00,Home,1772,41
2024-08-02 23:00:00,Home,1267,3
2024-08-03 00:00:00,Sports,1512,5
2024-08-03 01:00:00,Sports,1989,1
2024-08-03 02:00:00,Fashion,1530,19
2024-08-03 03:00:00,Sports,1934,33
2024-08-03 04:00:00,Fashion,1493,42
2024-08-03 05:00:00,Fashion,956,30
2024-08-03 06:00:00,Fashion,1564,12
2024-08-03 07:00:00,Home,880,10
2024-08-03 08:00:00,Home,995,34
2024-08-03 09:00:00,Sports,1019,16
2024-08-03 10:00:00,Home,1774,40
2024-08-03 11:00:00,Sports,663,46
2024-08-03 12:00:00,Home,1652,29
2024-08-03 13:00:00,Electronics,1800,15
2024-08-03 14:00:00,Electronics,112,48
2024-08-03 15:00:00,Sports,1825,11
2024-08-03 16:00:00,Home,1086,44
