Date,Region,Sales,Quantity
2024-03-02 07:00:00,South,413,5
2024-03-02 08:00:00,North,599,17
2024-03-02 09:00:00,South,820,2
2024-03-02 10:00:00,West,454,5
2024-03-02 11:00:00,West,584,4
2024-03-02 12:00:00,East,310,4
2024-03-02 13:00:00,West,803,6
2024-03-02 14:00:00,South,143,13
2024-03-02 15:00:00,West,640,5
2024-03-02 16:00:00,East,670,7
2024-03-02 17:00:00,North,682,1
2024-03-02 18:00:00,South,191,14
2024-03-02 19:00:00,North,364,4
2024-03-02 20:00:00,East,994,17
2024-03-02 21:00:00,East,319,14
2024-03-02 22:00:00,East,541,16
2024-03-02 23:00:00,North,500,14
2024-03-03 00:00:00,North,499,16
2024-03-03 01:00:00,North,826,8
2024-03-03 02:00:00,North,998,3
2024-03-03 03:00:00,East,888,19
2024-03-03 04:00:00,East,675,1
2024-03-03 05:00:00,South,957,2
2024-03-03 06:00:00,South,903,15
2024-03-03 07:00:00,North,589,10
2024-03-03 08:00:00,West,584,18
2024-03-03 09:00:00,West,856,14
2024-03-03 10:00:00,East,569,17
2024-03-03 11:00:00,East,673,13
2024-03-03 12:00:00,East,943,1
2024-03-03 13:00:00,South,781,5
2024-03-03 14:00:00,South,544,13
2024-03-03 15:00:00,East,368,14
2024-03-03 16:00:00,East,366,3
2024-03-03 17:00:00,East,153,15
2024-03-03 18:00:00,West,627,19
2024-03-03 19:00:00,South,619,17
2024-03-03 20:00:00,West,715,3
2024-03-03 21:00:00,West,158,16
2024-03-03 22:00:00,East,924,14
2024-03-03 23:00:00,East,139,12
2024-03-04 00:00:00,North,336,12
2024-03-04 01:00:00,North,485,11
2024-03-04 02:00:00,West,705,17
2024-03-04 03:00:00,South,833,8
2024-03-04 04:00:00,East,815,17
2024-03-04 05:00:00,East,749,11
2024-03-04 06:00:00,West,399,2
2024-03-04 07:00:00,North,494,10
2024-03-04 08:00:00,South,306,10
2024-03-04 09:00:00,North,435,11
2024-03-04 10:00:00,North,692,6
2024-03-04 11:00:00,North,829,4
2024-03-04 12:00:00,North,613,12
2024-03-04 13:00:00,East,277,11
2024-03-04 14:00:00,East,495,13
2024-03-04 15:00:00,North,470,5
2024-03-04 16:00:00,South,957,6
2024-03-04 17:00:00,West,890,1
2024-03-04 18:00:00,South,757,6
2024-03-04 19:00:00,South,417,18
2024-03-04 20:00:00,South,835,9
2024-03-04 21:00:00,North,468,15
2024-03-04 22:00:00,East,483,8
2024-03-04 23:00:00,South,161,19
2024-03-05 00:00:00,North,905,16
2024-03-05 01:00:00,South,604,6
2024-03-05 02:00:00,South,338,6
2024-03-05 03:00:00,North,294,3
2024-03-05 04:00:00,East,777,10
2024-03-05 05:00:00,East,321,1
2024-03-05 06:00:00,West,160,14
2024-03-05 07:00:00,North,228,4
2024-03-05 08:00:00,West,784,12
2024-03-05 09:00:00,West,255,6
2024-03-05 10:00:00,West,477,11
2024-03-05 11:00:00,East,721,12
2024-03-05 12:00:00,North,880,10
2024-03-05 13:00:00,West,967,18
2024-03-05 14:00:00,North,889,7
2024-03-05 15:00:00,North,685,7
2024-03-05 16:00:00,East,536,11
2024-03-05 17:00:00,West,306,4
2024-03-05 18:00:00,West,487,1
2024-03-05 19:00:00,North,579,13
2024-03-05 20:00:00,South,890,18
2024-03-05 21:00:00,East,986,9
2024-03-05 22:00:00,East,937,9
2024-03-05 23:00:00,East,439,9
2024-03-06 00:00:00,East,968,10
2024-03-06 01:00:00,West,439,2
2024-03-06 02:00:00,West,303,6
2024-03-06 03:00:00,South,260,15
2024-03-06 04:00:00,East,639,3
2024-03-06 05:00:00,East,491,11
2024-03-06 06:00:00,North,868,6
2024-03-06 07:00:00,West,776,3
2024-03-06 08:00:00,East,674,11
2024-03-06 09:00:00,South,633,15
2024-03-06 10:00:00,South,169,13
2024-03-06 11:00:00,West,992,10
2024-03-06 12:00:00,South,504,6
2024-03-06 13:00:00,South,707,15
2024-03-06 14:00:00,West,774,18
2024-03-06 15:00:00,East,690,18
2024-03-06 16:00:00,East,616,7
2024-03-06 17:00:00,South,927,15
2024-03-06 18:00:00,South,219,18
2024-03-06 19:00:00,East,913,18
2024-03-06 20:00:00,West,789,9
2024-03-06 21:00:00,South,787,2
2024-03-06 22:00:00,North,316,8
2024-03-06 23:00:00,West,155,2
2024-03-07 00:00:00,South,465,11
2024-03-07 01:00:00,South,798,7
2024-03-07 02:00:00,North,603,6
2024-03-07 03:00:00,North,843,10
2024-03-07 04:00:00,East,866,5
2024-03-07 05:00:00,West,554,11
2024-03-07 06:00:00,West,203,1
2024-03-07 07:00:00,East,176,2
2024-03-07 08:00:00,West,329,1
2024-03-07 09:00:00,West,357,19
2024-03-07 10:00:00,West,363,2
2024-03-07 11:00:00,West,430,4
2024-03-07 12:00:00,West,281,12
2024-03-07 13:00:00,North,992,18
2024-03-07 14:00:00,West,867,1
2024-03-07 15:00:00,North,649,1
2024-03-07 16:00:00,West,787,14
2024-03-07 17:00:00,East,126,4
2024-03-07 18:00:00,South,375,5
2024-03-07 19:00:00,North,751,11
2024-03-07 20:00:00,West,398,13
2024-03-07 21:00:00,East,898,16
2024-03-07 22:00:00,South,190,13
2024-03-07 23:00:00,North,579,2
2024-03-08 00:00:00,South,672,16
2024-03-08 01:00:00,East,557,6
2024-03-08 02:00:00,North,550,14
2024-03-08 03:00:00,South,464,1
2024-03-08 04:00:00,West,958,17
2024-03-08 05:00:00,North,774,11
2024-03-08 06:00:00,South,450,19
2024-03-08 07:00:00,East,754,3
2024-03-08 08:00:00,East,499,11
2024-03-08 09:00:00,North,352,5
2024-03-08 10:00:00,South,880,17
2024-03-08 11:00:00,North,980,7
2024-03-08 12:00:00,North,902,10
2024-03-08 13:00:00,South,558,11
2024-03-08 14:00:00,South,798,3
2024-03-08 15:00:00,West,598,10
2024-03-08 16:00:00,South,607,10
2024-03-08 17:00:00,East,403,14
2024-03-08 18:00:00,North,600,12
2024-03-08 19:00:00,North,902,15
2024-03-08 20:00:00,East,697,10
2024-03-08 21:00:00,South,265,10
2024-03-08 22:00:00,East,514,19
2024-03-08 23:00:00,East,561,1
2024-03-09 00:00:00,West,213,10
2024-03-09 01:00:00,East,532,2
2024-03-09 02:00:00,North,455,17
2024-03-09 03:00:00,East,794,7
2024-03-09 04:00:00,North,306,7
2024-03-09 05:00:00,North,867,9
2024-03-09 06:00:00,North,334,2
2024-03-09 07:00:00,South,541,14
2024-03-09 08:00:00,West,454,17
2024-03-09 09:00:00,North,614,1
2024-03-09 10:00:00,North,307,9
2024-03-09 11:00:00,South,808,19
2024-03-09 12:00:00,North,952,4
2024-03-09 13:00:00,East,224,8
2024-03-09 14:00:00,East,237,13
2024-03-09 15:00:00,West,438,4
2024-03-09 16:00:00,North,636,9
2024-03-09 17:00:00,South,167,9
2024-03-09 18:00:00,East,672,18
2024-03-09 19:00:00,South,640,12
2024-03-09 20:00:00,South,482,10
2024-03-09 21:00:00,East,118,11
2024-03-09 22:00:00,South,782,7
2024-03-09 23:00:00,East,549,9
2024-03-10 00:00:00,South,173,6
2024-03-10 01:00:00,East,672,19
2024-03-10 02:00:00,North,764,16
2024-03-10 03:00:00,West,375,15
2024-03-10 04:00:00,East,147,7
2024-03-10 05:00:00,East,310,16
2024-03-10 06:00:00,West,954,5
2024-03-10 07:00:00,East,750,16
2024-03-10 08:00:00,East,721,1
2024-03-10 09:00:00,South,794,19
2024-03-10 10:00:00,West,639,5
2024-03-10 11:00:00,North,808,7
2024-03-10 12:00:00,East,290,19
2024-03-10 13:00:00,West,414,5
2024-03-10 14:00:00,South,662,17
2024-03-10 15:00:00,North,760,8
2024-03-10 16:00:00,West,879,1
2024-03-10 17:00:00,North,661,2
2024-03-10 18:00:00,North,999,15
2024-03-10 19:00:00,North,857,18
2024-03-10 20:00:00,East,212,11
2024-03-10 21:00:00,East,269,10
2024-03-10 22:00:00,South,567,4
2024-03-10 23:00:00,South,777,5
2024-03-11 00:00:00,West,113,4
2024-03-11 01:00:00,South,814,13
2024-03-11 02:00:00,North,387,13
2024-03-11 03:00:00,North,288,18
2024-03-11 04:00:00,East,254,2
2024-03-11 05:00:00,North,666,16
2024-03-11 06:00:00,West,793,1
2024-03-11 07:00:00,North,821,19
2024-03-11 08:00:00,North,987,9
2024-03-11 09:00:00,West,570,3
2024-03-11 10:00:00,South,174,7
2024-03-11 11:00:00,South,376,10
2024-03-11 12:00:00,West,744,1
2024-03-11 13:00:00,East,442,10
2024-03-11 14:00:00,North,524,9
2024-03-11 15:00:00,West,670,15
2024-03-11 16:00:00,North,610,15
2024-03-11 17:00:00,East,956,3
2024-03-11 18:00:00,North,281,5
2024-03-11 19:00:00,West,557,9
2024-03-11 20:00:00,North,950,9
2024-03-11 21:00:00,South,932,7
2024-03-11 22:00:00,East,163,12
2024-03-11 23:00:00,East,938,9
2024-03-12 00:00:00,East,359,6
2024-03-12 01:00:00,West,292,2
2024-03-12 02:00:00,East,754,9
2024-03-12 03:00:00,South,715,17
2024-03-12 04:00:00,West,505,1
2024-03-12 05:00:00,South,825,19
2024-03-12 06:00:00,North,853,6
2024-03-12 07:00:00,North,820,5
2024-03-12 08:00:00,North,192,2
2024-03-12 09:00:00,North,529,9
2024-03-12 10:00:00,South,753,14
2024-03-12 11:00:00,West,533,4
2024-03-12 12:00:00,West,503,4
2024-03-12 13:00:00,East,533,15
2024-03-12 14:00:00,South,211,8
2024-03-12 15:00:00,North,474,4
2024-03-12 16:00:00,South,158,16
2024-03-12 17:00:00,East,142,4
2024-03-12 18:00:00,East,306,16
2024-03-12 19:00:00,South,879,12
2024-03-12 20:00:00,South,395,16
2024-03-12 21:00:00,South,217,19
2024-03-12 22:00:00,West,631,8
2024-03-12 23:00:00,North,321,6
2024-03-13 00:00:00,South,265,10
2024-03-13 01:00:00,South,742,5
2024-03-13 02:00:00,South,255,18
2024-03-13 03:00:00,East,283,10
2024-03-13 04:00:00,East,189,10
2024-03-13 05:00:00,West,193,7
2024-03-13 06:00:00,North,112,18
2024-03-13 07:00:00,West,933,1
2024-03-13 08:00:00,North,904,7
2024-03-13 09:00:00,East,841,1
2024-03-13 10:00:00,East,933,15
2024-03-13 11:00:00,East,903,4
2024-03-13 12:00:00,West,537,10
2024-03-13 13:00:00,South,637,9
2024-03-13 14:00:00,South,686,2
2024-03-13 15:00:00,East,975,14
2024-03-13 16:00:00,South,910,16
2024-03-13 17:00:00,South,249,1
2024-03-13 18:00:00,West,759,2
2024-03-13 19:00:00,North,107,7
2024-03-13 20:00:00,East,128,10
2024-03-13 21:00:00,East,395,1
2024-03-13 22:00:00,West,820,13
2024-03-13 23:00:00,West,739,1
2024-03-14 00:00:00,South,439,5
2024-03-14 01:00:00,East,727,16
2024-03-14 02:00:00,North,538,15
2024-03-14 03:00:00,West,243,17
2024-03-14 04:00:00,North,929,16
2024-03-14 05:00:00,North,846,13
2024-03-14 06:00:00,East,618,11
2024-03-14 07:00:00,East,144,17
2024-03-14 08:00:00,West,338,17
2024-03-14 09:00:00,East,254,2
2024-03-14 10:00:00,East,280,13
2024-03-14 11:00:00,East,314,14
2024-03-14 12:00:00,North,187,11
2024-03-14 13:00:00,West,355,10
2024-03-14 14:00:00,South,610,3
2024-03-14 15:00:00,North,172,17
2024-03-14 16:00:00,East,278,15
2024-03-14 17:00:00,North,311,9
2024-03-14 18:00:00,East,904,10
2024-03-14 19:00:00,East,333,8
2024-03-14 20:00:00,North,564,13
2024-03-14 21:00:00,West,850,18
2024-03-14 22:00:00,East,322,5
2024-03-14 23:00:00,West,730,6
2024-03-15 00:00:00,South,924,17
2024-03-15 01:00:00,East,363,11
2024-03-15 02:00:00,West,306,16
2024-03-15 03:00:00,West,706,9
2024-03-15 04:00:00,South,984,2
2024-03-15 05:00:00,West,833,5
2024-03-15 06:00:00,West,465,1
2024-03-15 07:00:00,South,375,4
2024-03-15 08:00:00,East,479,4
2024-03-15 09:00:00,West,842,3
2024-03-15 10:00:00,West,408,9
2024-03-15 11:00:00,West,730,12
2024-03-15 12:00:00,North,367,10
2024-03-15 13:00:00,South,884,2
2024-03-15 14:00:00,North,163,11
2024-03-15 15:00:00,South,909,10
2024-03-15 16:00:00,East,449,6
2024-03-15 17:00:00,East,593,18
2024-03-15 18:00:00,West,622,2
2024-03-15 19:00:00,South,197,2
2024-03-15 20:00:00,East,170,10
2024-03-15 21:00:00,South,463,16
2024-03-15 22:00:00,East,669,12
2024-03-15 23:00:00,North,901,1
2024-03-16 00:00:00,East,862,8
2024-03-16 01:00:00,North,375,16
2024-03-16 02:00:00,East,149,18
2024-03-16 03:00:00,West,457,13
2024-03-16 04:00:00,North,827,15
2024-03-16 05:00:00,East,663,12
2024-03-16 06:00:00,West,882,8
2024-03-16 07:00:00,North,584,10
2024-03-16 08:00:00,West,183,14
2024-03-16 09:00:00,South,998,5
2024-03-16 10:00:00,South,904,18
2024-03-16 11:00:00,North,737,19
2024-03-16 12:00:00,East,907,15
2024-03-16 13:00:00,North,683,6
2024-03-16 14:00:00,West,395,11
2024-03-16 15:00:00,East,335,11
2024-03-16 16:00:00,South,155,18
2024-03-16 17:00:00,East,459,18
2024-03-16 18:00:00,South,209,10
2024-03-16 19:00:00,East,291,2
2024-03-16 20:00:00,East,192,9
2024-03-16 21:00:00,East,961,14
2024-03-16 22:00:00,West,667,19
2024-03-16 23:00:00,West,159,10
2024-03-17 00:00:00,North,749,4
2024-03-17 01:00:00,North,138,6
2024-03-17 02:00:00,South,639,14
2024-03-17 03:00:00,West,148,4
2024-03-17 04:00:00,South,519,15
2024-03-17 05:00:00,North,736,16
2024-03-17 06:00:00,South,112,7
2024-03-17 07:00:00,North,135,17
2024-03-17 08:00:00,West,200,19
2024-03-17 09:00:00,East,893,19
2024-03-17 10:00:00,West,185,17
2024-03-17 11:00:00,South,615,6
2024-03-17 12:00:00,South,322,11
2024-03-17 13:00:00,West,437,16
2024-03-17 14:00:00,West,265,8
2024-03-17 15:00:00,North,482,11
2024-03-17 16:00:00,South,955,7
2024-03-17 17:00:00,South,994,19
2024-03-17 18:00:00,West,475,10
2024-03-17 19:00:00,East,570,9
2024-03-17 20:00:00,South,889,4
2024-03-17 21:00:00,East,741,15
2024-03-17 22:00:00,West,130,13
2024-03-17 23:00:00,West,474,2
2024-03-18 00:00:00,North,110,2
2024-03-18 01:00:00,South,401,16
2024-03-18 02:00:00,East,195,9
2024-03-18 03:00:00,North,289,13
2024-03-18 04:00:00,South,552,3
2024-03-18 05:00:00,North,291,9
2024-03-18 06:00:00,West,585,13
2024-03-18 07:00:00,South,365,2
2024-03-18 08:00:00,North,523,8
2024-03-18 09:00:00,North,227,9
2024-03-18 10:00:00,East,337,16
2024-03-18 11:00:00,North,454,2
2024-03-18 12:00:00,South,211,6
2024-03-18 13:00:00,South,927,8
2024-03-18 14:00:00,East,545,5
2024-03-18 15:00:00,South,442,9
2024-03-18 16:00:00,West,244,1
2024-03-18 17:00:00,South,164,9
2024-03-18 18:00:00,South,346,10
2024-03-18 19:00:00,North,834,4
2024-03-18 20:00:00,North,589,3
2024-03-18 21:00:00,South,924,10
2024-03-18 22:00:00,East,538,15
2024-03-18 23:00:00,North,205,11
2024-03-19 00:00:00,East,280,14
2024-03-19 01:00:00,South,283,6
2024-03-19 02:00:00,South,325,12
2024-03-19 03:00:00,West,876,13
2024-03-19 04:00:00,North,889,17
2024-03-19 05:00:00,South,188,16
2024-03-19 06:00:00,West,787,3
2024-03-19 07:00:00,North,629,2
2024-03-19 08:00:00,South,470,11
2024-03-19 09:00:00,South,498,9
2024-03-19 10:00:00,North,205,3
2024-03-19 11:00:00,North,370,18
2024-03-19 12:00:00,North,930,15
2024-03-19 13:00:00,South,602,14
2024-03-19 14:00:00,South,778,2
2024-03-19 15:00:00,West,624,17
2024-03-19 16:00:00,East,948,8
2024-03-19 17:00:00,North,131,10
2024-03-19 18:00:00,South,492,18
2024-03-19 19:00:00,South,139,19
2024-03-19 20:00:00,North,759,8
2024-03-19 21:00:00,East,317,8
2024-03-19 22:00:00,North,830,3
2024-03-19 23:00:00,East,181,3
2024-03-20 00:00:00,South,944,12
2024-03-20 01:00:00,East,819,17
2024-03-20 02:00:00,West,300,4
2024-03-20 03:00:00,South,546,17
2024-03-20 04:00:00,West,943,14
2024-03-20 05:00:00,North,527,19
2024-03-20 06:00:00,North,137,9
2024-03-20 07:00:00,North,310,12
2024-03-20 08:00:00,East,543,5
2024-03-20 09:00:00,South,426,11
2024-03-20 10:00:00,North,860,3
2024-03-20 11:00:00,North,326,15
2024-03-20 12:00:00,South,147,14
2024-03-20 13:00:00,North,117,11
2024-03-20 14:00:00,West,538,8
2024-03-20 15:00:00,South,906,4
2024-03-20 16:00:00,South,807,12
2024-03-20 17:00:00,South,286,8
2024-03-20 18:00:00,West,444,6
2024-03-20 19:00:00,South,323,15
2024-03-20 20:00:00,West,929,12
2024-03-20 21:00:00,South,587,16
2024-03-20 22:00:00,East,976,16
2024-03-20 23:00:00,North,948,4
2024-03-21 00:00:00,East,328,11
2024-03-21 01:00:00,North,489,13
2024-03-21 02:00:00,West,688,9
2024-03-21 03:00:00,East,287,4
2024-03-21 04:00:00,South,957,12
2024-03-21 05:00:00,North,369,9
2024-03-21 06:00:00,North,706,13
2024-03-21 07:00:00,East,409,16
2024-03-21 08:00:00,West,231,6
2024-03-21 09:00:00,East,650,10
2024-03-21 10:00:00,West,171,13
2024-03-21 11:00:00,West,892,7
2024-03-21 12:00:00,North,944,19
2024-03-21 13:00:00,East,771,19
2024-03-21 14:00:00,East,286,17
2024-03-21 15:00:00,West,585,13
2024-03-21 16:00:00,East,290,13
2024-03-21 17:00:00,South,521,2
2024-03-21 18:00:00,South,219,10
2024-03-21 19:00:00,East,319,13
2024-03-21 20:00:00,East,152,9
2024-03-21 21:00:00,West,833,1
2024-03-21 22:00:00,South,550,14
2024-03-21 23:00:00,South,511,16
2024-03-22 00:00:00,North,742,15
2024-03-22 01:00:00,West,336,1
2024-03-22 02:00:00,North,857,17
2024-03-22 03:00:00,South,837,13
2024-03-22 04:00:00,West,819,15
2024-03-22 05:00:00,East,505,16
2024-03-22 06:00:00,West,707,16
2024-03-22 07:00:00,East,521,2
2024-03-22 08:00:00,East,811,17
2024-03-22 09:00:00,West,346,11
2024-03-22 10:00:00,East,171,8
2024-03-22 11:00:00,North,929,3
2024-03-22 12:00:00,South,284,12
2024-03-22 13:00:00,East,105,16
2024-03-22 14:00:00,North,305,14
2024-03-22 15:00:00,East,643,16
2024-03-22 16:00:00,South,710,17
2024-03-22 17:00:00,North,486,11
2024-03-22 18:00:00,South,867,17
2024-03-22 19:00:00,South,798,19
2024-03-22 20:00:00,North,175,1
2024-03-22 21:00:00,North,276,12
2024-03-22 22:00:00,North,926,15
2024-03-22 23:00:00,West,898,18
2024-03-23 00:00:00,North,448,14
2024-03-23 01:00:00,North,354,1
2024-03-23 02:00:00,North,936,13
2024-03-23 03:00:00,North,801,15
2024-03-23 04:00:00,East,407,7
2024-03-23 05:00:00,West,444,15
2024-03-23 06:00:00,South,226,10
2024-03-23 07:00:00,North,386,14
2024-03-23 08:00:00,East,865,6
2024-03-23 09:00:00,East,824,14
2024-03-23 10:00:00,East,861,12
2024-03-23 11:00:00,South,695,11
2024-03-23 12:00:00,North,586,19
2024-03-23 13:00:00,West,482,2
2024-03-23 14:00:00,West,505,1
2024-03-23 15:00:00,East,487,8
2024-03-23 16:00:00,South,624,14
2024-03-23 17:00:00,South,656,9
2024-03-23 18:00:00,South,738,2
2024-03-23 19:00:00,West,725,5
2024-03-23 20:00:00,East,375,8
2024-03-23 21:00:00,North,599,16
2024-03-23 22:00:00,West,816,16
2024-03-23 23:00:00,East,436,13
2024-03-24 00:00:00,East,580,15
2024-03-24 01:00:00,North,996,1
2024-03-24 02:00:00,North,372,3
2024-03-24 03:00:00,North,157,6
2024-03-24 04:00:00,South,427,14
2024-03-24 05:00:00,North,830,4
2024-03-24 06:00:00,East,208,18
2024-03-24 07:00:00,North,378,15
2024-03-24 08:00:00,East,785,9
2024-03-24 09:00:00,West,427,18
2024-03-24 10:00:00,South,875,3
2024-03-24 11:00:00,West,414,10
2024-03-24 12:00:00,West,573,17
2024-03-24 13:00:00,East,210,7
2024-03-24 14:00:00,West,798,15
2024-03-24 15:00:00,East,880,1
2024-03-24 16:00:00,North,328,11
2024-03-24 17:00:00,North,596,17
2024-03-24 18:00:00,East,255,5
2024-03-24 19:00:00,North,572,7
2024-03-24 20:00:00,South,800,19
2024-03-24 21:00:00,West,371,15
2024-03-24 22:00:00,South,986,3
2024-03-24 23:00:00,West,101,15
2024-03-25 00:00:00,North,857,5
2024-03-25 01:00:00,South,821,12
2024-03-25 02:00:00,North,610,5
2024-03-25 03:00:00,West,385,3
2024-03-25 04:00:00,East,970,9
2024-03-25 05:00:00,East,112,9
2024-03-25 06:00:00,South,707,7
2024-03-25 07:00:00,North,597,2
2024-03-25 08:00:00,North,832,16
2024-03-25 09:00:00,South,337,9
2024-03-25 10:00:00,East,193,13
2024-03-25 11:00:00,West,437,19
2024-03-25 12:00:00,South,880,17
2024-03-25 13:00:00,West,270,6
2024-03-25 14:00:00,East,705,4
2024-03-25 15:00:00,North,760,1
2024-03-25 16:00:00,East,723,18
2024-03-25 17:00:00,South,666,19
2024-03-25 18:00:00,North,948,9
2024-03-25 19:00:00,South,566,13
2024-03-25 20:00:00,South,727,8
2024-03-25 21:00:00,East,242,13
2024-03-25 22:00:00,South,300,15
2024-03-25 23:00:00,East,279,11
2024-03-26 00:00:00,North,813,12
2024-03-26 01:00:00,East,463,14
2024-03-26 02:00:00,North,578,4
2024-03-26 03:00:00,East,664,1
2024-03-26 04:00:00,West,570,4
2024-03-26 05:00:00,West,483,19
2024-03-26 06:00:00,South,791,9
2024-03-26 07:00:00,East,516,10
2024-03-26 08:00:00,East,924,4
2024-03-26 09:00:00,North,407,9
2024-03-26 10:00:00,South,748,13
2024-03-26 11:00:00,East,793,12
2024-03-26 12:00:00,South,466,11
2024-03-26 13:00:00,West,100,12
2024-03-26 14:00:00,East,143,18
2024-03-26 15:00:00,East,838,12
2024-03-26 16:00:00,South,942,16
2024-03-26 17:00:00,East,197,5
2024-03-26 18:00:00,South,819,12
2024-03-26 19:00:00,East,364,11
2024-03-26 20:00:00,North,899,9
2024-03-26 21:00:00,South,882,18
2024-03-26 22:00:00,East,239,3
2024-03-26 23:00:00,West,580,17
2024-03-27 00:00:00,East,336,14
2024-03-27 01:00:00,West,171,1
2024-03-27 02:00:00,West,766,17
2024-03-27 03:00:00,North,289,8
2024-03-27 04:00:00,South,367,5
2024-03-27 05:00:00,East,420,5
2024-03-27 06:00:00,North,206,9
2024-03-27 07:00:00,East,331,3
2024-03-27 08:00:00,West,141,19
2024-03-27 09:00:00,South,801,9
2024-03-27 10:00:00,East,982,18
2024-03-27 11:00:00,East,238,16
2024-03-27 12:00:00,West,714,1
2024-03-27 13:00:00,East,782,2
2024-03-27 14:00:00,East,962,14
2024-03-27 15:00:00,West,372,14
2024-03-27 16:00:00,North,580,1
2024-03-27 17:00:00,West,515,16
2024-03-27 18:00:00,North,605,15
2024-03-27 19:00:00,South,832,15
2024-03-27 20:00:00,North,824,12
2024-03-27 21:00:00,North,952,16
2024-03-27 22:00:00,South,523,14
2024-03-27 23:00:00,North,506,15
2024-03-28 00:00:00,West,667,15
2024-03-28 01:00:00,North,489,19
2024-03-28 02:00:00,South,441,8
2024-03-28 03:00:00,West,713,2
2024-03-28 04:00:00,South,592,2
2024-03-28 05:00:00,South,291,10
2024-03-28 06:00:00,East,598,3
2024-03-28 07:00:00,East,921,17
2024-03-28 08:00:00,South,811,8
2024-03-28 09:00:00,South,332,4
2024-03-28 10:00:00,South,326,14
2024-03-28 11:00:00,East,470,10
2024-03-28 12:00:00,East,238,1
2024-03-28 13:00:00,North,955,4
2024-03-28 14:00:00,North,916,1
2024-03-28 15:00:00,South,248,17
2024-03-28 16:00:00,West,214,17
2024-03-28 17:00:00,West,549,7
2024-03-28 18:00:00,East,162,15
2024-03-28 19:00:00,East,203,13
2024-03-28 20:00:00,East,950,2
2024-03-28 21:00:00,South,970,19
2024-03-28 22:00:00,West,767,13
2024-03-28 23:00:00,North,372,11
2024-03-29 00:00:00,South,105,15
2024-03-29 01:00:00,North,246,10
2024-03-29 02:00:00,North,283,9
2024-03-29 03:00:00,South,127,9
2024-03-29 04:00:00,North,649,1
2024-03-29 05:00:00,West,218,17
2024-03-29 06:00:00,North,392,12
2024-03-29 07:00:00,West,470,10
2024-03-29 08:00:00,West,343,5
2024-03-29 09:00:00,West,679,18
2024-03-29 10:00:00,East,825,15
2024-03-29 11:00:00,North,317,6
2024-03-29 12:00:00,South,276,7
2024-03-29 13:00:00,South,398,17
2024-03-29 14:00:00,North,775,6
2024-03-29 15:00:00,East,157,8
2024-03-29 16:00:00,East,368,12
2024-03-29 17:00:00,West,407,14
2024-03-29 18:00:00,North,669,12
2024-03-29 19:00:00,North,387,10
2024-03-29 20:00:00,South,204,15
2024-03-29 21:00:00,North,327,7
2024-03-29 22:00:00,East,346,9
2024-03-29 23:00:00,North,799,10
2024-03-30 00:00:00,South,593,10
2024-03-30 01:00:00,West,182,16
2024-03-30 02:00:00,South,285,7
2024-03-30 03:00:00,South,351,5
2024-03-30 04:00:00,West,454,3
2024-03-30 05:00:00,South,849,18
2024-03-30 06:00:00,South,971,11
2024-03-30 07:00:00,North,795,15
2024-03-30 08:00:00,North,895,5
2024-03-30 09:00:00,West,996,12
2024-03-30 10:00:00,North,309,4
2024-03-30 11:00:00,North,915,15
2024-03-30 12:00:00,South,907,9
2024-03-30 13:00:00,East,708,7
2024-03-30 14:00:00,North,546,10
2024-03-30 15:00:00,East,559,13
2024-03-30 16:00:00,North,571,8
2024-03-30 17:00:00,North,819,12
2024-03-30 18:00:00,West,469,19
2024-03-30 19:00:00,West,999,1
2024-03-30 20:00:00,West,591,16
2024-03-30 21:00:00,East,236,17
2024-03-30 22:00:00,South,466,18
2024-03-30 23:00:00,North,283,11
2024-03-31 00:00:00,North,687,18
2024-03-31 01:00:00,North,386,7
2024-03-31 02:00:00,East,571,18
2024-03-31 03:00:00,West,474,8
2024-03-31 04:00:00,South,753,6
2024-03-31 05:00:00,East,848,7
2024-03-31 06:00:00,West,636,10
2024-03-31 07:00:00,East,610,11
2024-03-31 08:00:00,South,901,13
2024-03-31 09:00:00,West,678,9
2024-03-31 10:00:00,East,349,7
2024-03-31 11:00:00,South,609,9
2024-03-31 12:00:00,North,729,13
2024-03-31 13:00:00,South,172,3
2024-03-31 14:00:00,North,381,3
2024-03-31 15:00:00,East,459,1
2024-03-31 16:00:00,West,109,2
2024-03-31 17:00:00,West,310,3
2024-03-31 18:00:00,East,934,15
2024-03-31 19:00:00,West,251,6
2024-03-31 20:00:00,West,104,13
2024-03-31 21:00:00,North,294,1
2024-03-31 22:00:00,East,382,19
2024-03-31 23:00:00,South,563,1
2024-04-01 00:00:00,North,212,2
2024-04-01 01:00:00,East,370,15
2024-04-01 02:00:00,North,262,14
2024-04-01 03:00:00,South,559,19
2024-04-01 04:00:00,South,204,11
2024-04-01 05:00:00,East,792,15
2024-04-01 06:00:00,South,655,6
2024-04-01 07:00:00,North,381,9
2024-04-01 08:00:00,South,786,5
2024-04-01 09:00:00,North,261,2
2024-04-01 10:00:00,North,450,6
2024-04-01 11:00:00,South,533,18
2024-04-01 12:00:00,East,951,19
2024-04-01 13:00:00,West,239,9
2024-04-01 14:00:00,South,570,6
2024-04-01 15:00:00,North,231,14
2024-04-01 16:00:00,North,186,13
2024-04-01 17:00:00,South,787,11
2024-04-01 18:00:00,East,282,12
2024-04-01 19:00:00,East,467,19
2024-04-01 20:00:00,North,228,19
2024-04-01 21:00:00,North,345,19
2024-04-01 22:00:00,East,700,13
